Customer_Loyalty_ID,Gender,Geographic_Region,Loyalty_Status,Neigborhood_Cluster-55_Level,Neighborhood_Cluster-7_Level,Television_Region,Affluence_Grade,Age,Loyalty_Card_Tenure,Organics_Purchase_Indicator,Total_Spend
47688523,F,South East,Tin,14,B,S & S East,17,40,7,0,1
47690595,M,South East,Gold,4,A,S & S East,9,64,2,0,6000
47692121,M,Midlands,Gold,5,B,Midlands,10,57,2,1,12000
47693144,M,South East,Gold,22,C,London,5,73,7,0,610532
47693640,M,South East,Gold,10,B,London,5,68,1,0,6000
47695805,M,South East,Gold,4,A,London,2,74,7,0,1814078
47699444,F,Midlands,Silver,8,B,Midlands,11,55,4,1,105334
47700477,,Midlands,Silver,51,F,Wales & West,5,72,9,0,2500
47700973,F,North,Silver,25,C,Yorkshire,,76,15,0,321596
47706181,,North,Silver,6,B,N West,14,74,5,0,3000
47710340,F,Midlands,Tin,32,D,East,10,50,7,0,1
47714982,M,North,Silver,32,D,N West,7,59,4,0,2500
47715989,M,South East,Gold,2,A,London,7,54,3,0,12000
47718015,F,Midlands,Gold,32,D,Midlands,6,56,9,0,7000
47719011,M,Midlands,Silver,53,F,Midlands,10,79,18,0,2000
47722071,M,Midlands,Silver,3,A,Midlands,8,48,6,0,1500
47724147,M,South East,Tin,52,F,London,15,42,5,1,1
47727197,F,North,Silver,30,D,Yorkshire,8,73,8,1,1000
47728690,F,Midlands,Gold,49,F,Wales & West,10,68,12,0,605334
47729700,M,South East,Silver,26,C,London,11,,1,1,3000
47732247,,South East,Gold,8,B,S & S East,13,,6,0,600001
47736323,M,South East,Tin,44,E,London,,,4,1,1
47742021,F,North,Gold,52,F,Yorkshire,7,42,5,1,605335
47743044,F,South East,Gold,6,B,S & S East,9,77,8,0,12000
47745128,F,North,Tin,15,B,N East,4,51,5,0,1
47747716,F,South East,Gold,8,B,London,8,,11,0,157685
47749794,F,North,Gold,32,D,Yorkshire,11,69,7,0,610532
47752892,M,North,Silver,47,F,N West,,,10,0,50
47760674,F,South West,Gold,46,F,S West,10,64,11,0,12500
47761190,F,Midlands,Silver,10,B,East,12,27,1,1,1320
47763274,,South East,Tin,51,F,S & S East,4,52,10,0,1
47769035,,South East,Silver,34,D,S & S East,6,60,10,0,454016
47769531,M,Midlands,Silver,24,C,Wales & West,15,37,3,1,3000
47771552,M,South East,Tin,44,E,London,8,43,5,1,1
47774691,,South East,Tin,19,C,S & S East,3,64,6,0,1
47776767,F,South East,Tin,21,C,London,6,38,5,1,1
47778352,M,,Gold,50,F,,9,76,8,0,6000
47779383,,North,Silver,41,E,Yorkshire,9,62,2,0,1000
47786665,U,South East,Tin,32,D,London,8,56,4,0,1
47792932,M,South East,Silver,29,D,London,5,25,2,0,1000
47794048,F,South West,Silver,49,F,S West,11,58,8,1,120001
47800188,F,North,Gold,32,D,Yorkshire,6,,2,0,6000
47809410,M,South West,Silver,46,F,S West,4,48,8,0,10001
47810426,F,Midlands,Gold,,,Ulster,7,71,5,1,8000
47812984,F,Midlands,Silver,28,D,East,,72,1,0,5000
47814545,F,South East,Tin,4,A,S & S East,8,45,4,0,1
47815568,M,Midlands,Tin,33,D,East,9,70,6,0,1
47821991,F,South East,Silver,7,B,London,11,35,9,0,251264
47822491,F,North,Gold,19,C,N West,11,,8,1,1710532
47825164,F,Midlands,Silver,30,D,East,8,,5,1,3000
47827175,,Midlands,Tin,17,C,East,7,34,5,0,1
47829771,M,South East,Gold,5,B,S & S East,8,70,14,0,14500
47830311,F,South East,Gold,31,D,London,7,59,13,0,565591
47831369,,South East,Silver,4,A,London,17,61,10,0,1000
47834503,F,Midlands,Tin,10,B,Midlands,6,49,5,0,1
47843367,M,South East,Silver,27,D,London,9,73,11,0,960
47844398,F,North,Gold,10,B,N East,15,56,9,1,6000
47845408,F,South East,Silver,26,C,London,6,50,3,0,3000
47849586,M,Midlands,Gold,,,Ulster,7,53,9,0,6800
47850592,F,Midlands,Silver,24,C,Midlands,9,34,6,1,1000
47852676,F,North,Silver,6,B,Yorkshire,16,26,1,1,2000
47859476,F,South East,Silver,12,B,London,10,68,1,0,1000
47860008,,Midlands,Silver,6,B,Midlands,6,48,9,0,461038
47865778,F,Midlands,Gold,50,F,Midlands,11,57,3,0,10000
47866774,M,South East,Silver,31,D,London,12,58,1,1,1000
47867320,F,South East,Gold,23,C,S & S East,11,68,8,0,1508002
47868890,F,South East,Silver,9,B,London,8,42,4,0,1000
47871425,M,South East,Platinum,23,C,S & S East,,73,5,0,31000
47873444,,South East,Platinum,8,B,London,15,72,5,0,23000
47875528,,South East,Silver,53,F,London,20,34,,1,50
47876567,U,South East,Silver,3,A,London,14,40,1,0,100
47878080,F,South East,Tin,27,D,London,5,36,7,0,1
47879116,F,North,Tin,2,A,N West,8,33,5,0,1
47879612,F,North,Silver,28,D,Yorkshire,13,56,4,1,5000
47880653,F,North,Tin,41,E,Yorkshire,9,51,9,0,1
47884748,F,Midlands,Tin,27,D,Midlands,6,35,8,0,1
47885264,F,South East,Gold,4,A,London,13,46,1,1,6000
47892961,,Midlands,Tin,24,C,Midlands,7,72,5,0,1
47895030,F,Midlands,Silver,,,Ulster,12,43,1,1,2400
47896622,M,South East,Platinum,8,B,London,6,61,12,0,3308881
47899222,F,Scottish,Silver,48,F,C Scotland,10,53,9,0,360
47905435,M,South East,Tin,52,F,S & S East,6,53,8,0,1
47908060,F,South East,Gold,12,B,London,7,57,10,0,10600
47912113,,Midlands,Silver,25,C,Wales & West,5,60,30,0,3000
47917832,,South East,Silver,31,D,London,11,75,12,0,1500
47927200,,Midlands,Gold,34,D,Midlands,14,47,1,0,10000
47928737,M,Midlands,Gold,,,Wales & West,,61,2,1,7900
47929750,F,South East,Silver,37,E,S & S East,10,45,8,0,600
47932815,,North,Tin,42,E,N West,4,45,5,0,1
47933315,F,Scottish,Silver,1,A,C Scotland,13,50,8,1,5000
47935318,M,South East,Tin,28,D,London,14,60,8,0,1
47943477,F,North,Silver,39,E,Yorkshire,10,52,7,0,3000
47950104,F,South East,Gold,37,E,S & S East,,37,4,1,5514
47957281,U,North,Gold,52,F,N East,5,36,2,0,6000
47961467,F,Scottish,Gold,28,D,C Scotland,,69,22,0,598198
47963486,,South East,Tin,51,F,London,9,39,5,0,1
47968623,M,Midlands,Silver,28,D,Midlands,6,51,5,0,4000
47972280,F,South East,Tin,21,C,London,13,32,7,1,1
47977967,M,Scottish,Tin,13,B,C Scotland,7,38,9,0,1
47979501,F,,Silver,53,F,,,77,8,1,500
47981565,F,North,Silver,52,F,Yorkshire,9,53,1,0,1200
47982642,F,South East,Silver,26,C,London,9,36,5,1,1000
47989892,F,South East,Gold,8,B,London,10,61,2,0,6000
47996589,F,Midlands,Silver,50,F,Midlands,9,61,4,0,3000
47999138,F,South East,Silver,8,B,S & S East,5,39,6,1,2
47999634,,South East,Gold,31,D,London,4,66,32,0,12000
48002773,M,Midlands,Platinum,28,D,Midlands,3,72,4,0,250017
48007538,F,South East,Platinum,51,F,London,11,67,7,0,21000
48008550,F,Midlands,Silver,53,F,Midlands,10,34,5,0,1320
48014771,M,North,Gold,41,E,N West,12,54,8,0,1210532
48020496,F,South East,Silver,,,London,4,71,2,0,3000
48025226,U,Midlands,Silver,45,E,Midlands,9,69,8,1,3000
48027423,F,South East,Gold,15,B,S & S East,10,75,2,0,12000
48028977,F,Midlands,Gold,32,D,East,12,53,8,1,12000
48033571,U,South East,Silver,27,D,London,8,42,6,0,203587
48039200,M,South East,Silver,19,C,S & S East,8,75,3,0,2500
48045502,F,North,Tin,38,E,N West,5,55,5,0,1
48057349,F,South East,Tin,19,C,S & S East,11,55,8,0,1
48057896,F,South East,Platinum,52,F,London,10,41,1,1,51000
48066020,F,South East,Tin,,,S & S East,11,47,1,0,1
48070710,M,Midlands,Silver,19,C,East,8,33,2,0,5000
48071210,F,North,Gold,35,D,N West,4,74,2,0,6000
48074790,F,Midlands,Silver,33,D,Wales & West,8,61,9,1,250001
48075290,M,Midlands,Silver,6,B,East,8,,1,0,420
48076343,,North,Silver,44,E,N West,6,45,5,0,48001
48076874,,South East,Gold,22,C,London,12,55,1,0,6000
48085040,F,Midlands,Gold,41,E,Midlands,6,63,4,0,12000
48087604,M,South East,Gold,31,D,London,6,77,5,1,18000
48091180,,North,Silver,35,D,N West,6,67,2,0,4000
48091687,F,Midlands,Tin,34,D,Wales & West,7,,4,0,1
48095305,U,South East,Silver,21,C,London,7,34,6,1,1000
48095810,F,South East,Tin,1,A,London,3,,5,0,1
48096832,F,Midlands,Silver,6,B,East,,,,1,5000
48098380,F,Midlands,Gold,24,C,Midlands,15,48,4,0,10000
48098916,F,South East,Silver,52,F,London,3,73,9,0,100
48103537,F,North,Silver,37,E,N West,10,63,1,0,4000
48112765,F,Midlands,Tin,23,C,East,,36,5,1,1
48114806,M,North,Gold,27,D,Yorkshire,11,65,8,0,1288425
48124739,F,South East,Tin,,,S & S East,7,58,5,0,1
48125298,M,South East,Gold,32,D,London,10,66,1,0,5500
48132499,M,South East,Gold,19,C,S & S East,6,,6,0,605335
48133533,U,Midlands,Gold,32,D,Midlands,11,62,4,0,6000
48137628,F,North,Gold,27,D,Yorkshire,8,64,6,0,1816099
48138144,,Midlands,Gold,53,F,Midlands,8,,1,0,6000
48139221,U,Midlands,Silver,46,F,Midlands,5,78,,0,20351
48140858,F,South East,Silver,37,E,S & S East,11,42,10,0,50
48142834,M,South East,Tin,25,C,London,3,,5,0,1
48144896,,Scottish,Tin,3,A,C Scotland,,57,12,0,1
48145396,M,South East,Silver,23,C,S & S East,4,57,10,0,3000
48146945,F,South East,Tin,52,F,S & S East,12,36,5,1,1
48147984,F,South East,Tin,8,B,S & S East,9,77,,0,1
48151558,F,Midlands,Gold,37,E,Midlands,6,60,12,0,6000
48154794,F,North,Gold,24,C,N West,5,53,2,0,6000
48164722,M,North,Silver,25,C,Yorkshire,9,79,2,0,3000
48165729,F,Midlands,Gold,14,B,East,8,62,5,0,6400
48166229,F,Midlands,Silver,50,F,East,,72,28,0,250001
48167802,M,North,Silver,52,F,Yorkshire,6,51,3,1,3000
48169961,F,North,Silver,25,C,N West,11,52,4,0,1000
48173489,M,Midlands,Gold,12,B,Wales & West,13,57,6,0,610764
48174515,F,South East,Tin,53,F,London,3,47,6,0,1
48176615,U,North,Silver,30,D,N West,7,71,,0,36562
48179789,F,North,Silver,35,D,N West,9,20,2,0,1000
48180299,M,Midlands,Platinum,44,E,Wales & West,9,32,2,1,2220996
48180825,M,North,Silver,37,E,Yorkshire,16,,2,1,1377
48183972,M,Midlands,Tin,41,E,East,10,50,5,0,1
48184499,F,South West,Silver,30,D,S West,10,63,14,0,550
48186599,F,South East,Silver,12,B,London,10,33,4,1,2
48187633,F,South East,Tin,27,D,London,9,41,4,0,1
48191266,F,Scottish,Gold,1,A,C Scotland,,32,12,1,525186
48191770,,North,Gold,8,B,Yorkshire,1,60,4,0,605334
48193374,F,South East,Tin,27,D,London,9,42,4,0,1
48196470,F,South East,Tin,4,A,London,5,49,5,0,1
48197990,U,South East,Tin,20,C,London,9,,7,1,1
48199020,F,Midlands,Tin,10,B,Midlands,8,,9,0,1
48210171,M,South West,Gold,11,B,S West,11,78,4,1,6000
48211712,M,Midlands,Tin,34,D,Wales & West,10,51,8,1,1
48212220,F,Midlands,Tin,50,F,Midlands,5,34,5,0,1
48217010,,North,Platinum,24,C,Yorkshire,15,58,3,1,2037482
48217524,F,South East,Silver,21,C,London,10,38,2,1,410
48218563,F,,Tin,35,D,,6,39,5,0,1
48220606,U,South East,Gold,49,F,S & S East,9,73,9,0,6000
48226345,F,North,Silver,16,C,N East,13,68,7,0,305266
48230490,U,South East,Tin,27,D,London,8,48,8,0,1
48236197,F,South East,Silver,4,A,London,8,57,9,0,600
48237223,U,South East,Silver,8,B,London,7,65,9,0,1500
48237720,,Scottish,Tin,32,D,N Scot,6,65,5,0,1
48240348,M,Midlands,Gold,8,B,Midlands,8,68,8,0,8100
48242391,U,North,Silver,27,D,N East,7,,5,0,72001
48243410,M,South East,Gold,28,D,London,12,37,7,1,610532
48252800,,South East,Tin,14,B,London,7,61,9,0,1
48253806,F,Midlands,Gold,25,C,Wales & West,6,71,2,0,6000
48254934,F,South East,Silver,36,E,London,13,31,3,1,3000
48257577,U,Midlands,Silver,51,F,East,14,61,5,0,1000
48260667,F,South East,Silver,51,F,London,8,29,9,1,500
48265235,M,Scottish,Silver,9,B,C Scotland,9,,7,0,4500
48266770,F,South East,Tin,22,C,S & S East,7,40,4,0,1
48267866,F,South East,Silver,33,D,S & S East,7,23,4,1,1000
48269435,F,Scottish,Silver,40,E,C Scotland,5,36,5,1,1000
48280811,M,North,Silver,49,F,Yorkshire,9,49,9,0,600
48282873,M,Midlands,Tin,14,B,Midlands,8,53,2,0,1
48285414,M,Midlands,Silver,6,B,East,6,70,9,0,5000
48289622,M,South East,Gold,29,D,London,17,54,19,0,605335
48293778,F,South East,Tin,51,F,London,4,62,4,0,1
48298435,F,South East,Silver,17,C,London,,53,8,1,5000
48304702,F,Midlands,Silver,51,F,East,12,64,8,0,3000
48306284,F,Midlands,Tin,37,E,East,9,27,5,1,1
48307329,F,South East,Silver,36,E,London,,32,1,1,720
48309348,,South East,Gold,1,A,London,8,78,2,0,6000
48310400,M,South East,Tin,52,F,London,8,28,5,0,1
48310907,M,Midlands,Tin,17,C,Midlands,8,33,8,0,1
48315607,F,South East,Tin,18,C,London,7,50,11,0,1
48323324,U,South East,Silver,53,F,S & S East,4,63,5,0,660
48326480,F,North,Tin,47,F,N East,9,27,5,1,1
48329063,M,Midlands,Gold,49,F,East,9,59,5,1,1505335
48334695,M,South East,Silver,38,E,London,,43,4,0,2
48335195,,South East,Gold,8,B,London,12,47,14,0,1405335
48335373,F,Midlands,Silver,41,E,Midlands,14,61,1,1,4000
48339352,F,Midlands,Silver,19,C,Midlands,14,46,4,1,4800
48342477,F,Midlands,Silver,35,D,East,7,,9,0,610
48344526,F,Midlands,Gold,12,B,Wales & West,9,,7,1,610532
48351867,F,South East,Silver,51,F,London,11,,5,1,2650
48352383,F,Midlands,Tin,27,D,Midlands,8,52,7,0,1
48361269,F,South East,Tin,21,C,London,13,41,8,1,1
48363857,F,South East,Silver,18,C,London,9,39,2,0,300
48364888,F,North,Silver,,,N West,10,67,8,1,3000
48370071,F,South East,Silver,31,D,London,9,30,7,0,420
48371078,U,North,Silver,12,B,Yorkshire,11,38,4,1,1000
48376240,F,North,Gold,23,C,Yorkshire,7,52,6,0,6000
48376770,F,North,Silver,32,D,N East,3,56,5,0,285049
48380450,M,South East,Silver,51,F,S & S East,9,49,4,0,2000
48387284,F,Midlands,Gold,52,F,Midlands,2,51,1,0,6000
48387926,M,South East,Gold,52,F,London,10,38,9,1,905335
48388981,,South East,Tin,52,F,S & S East,20,37,5,1,1
48396330,M,South East,Tin,37,E,London,7,57,9,0,1
48397336,F,South East,Tin,26,C,London,8,43,1,1,1
48402461,F,South East,Silver,18,C,London,9,45,1,0,1000
48412220,,Midlands,Gold,19,C,Midlands,7,61,1,0,6000
48413722,M,South East,Tin,28,D,London,,34,5,0,1
48416802,F,Scottish,Silver,8,B,C Scotland,11,,9,0,1500
48423060,U,North,Gold,23,C,N West,7,50,13,0,6000
48424600,F,South East,Tin,27,D,London,5,47,5,0,1
48429386,F,Midlands,Platinum,15,B,Midlands,10,66,8,1,23000
48435637,F,South East,Gold,12,B,London,10,53,6,1,596585
48438709,M,South East,Silver,10,B,London,13,,1,0,2000
48449085,F,South East,Silver,38,E,S & S East,,51,8,1,2000
48449603,,Midlands,Tin,35,D,Wales & West,7,45,5,0,1
48454763,,North,Gold,53,F,N East,3,56,2,0,6000
48456782,M,North,Silver,38,E,N West,10,40,5,0,3000
48457304,,North,Silver,,,N West,10,45,4,0,600
48457819,U,South East,Tin,8,B,London,12,41,8,0,1
48458327,F,North,Silver,8,B,Yorkshire,11,42,5,1,45601
48460895,F,North,Silver,32,D,Yorkshire,9,38,1,1,960
48462405,F,South East,Platinum,28,D,London,9,75,3,0,2033872
48466010,F,South East,Silver,42,E,S & S East,7,46,5,0,202001
48481922,M,South East,Silver,22,C,London,4,69,1,0,2000
48483445,M,Midlands,Gold,17,C,Midlands,13,78,5,1,1655335
48487106,F,Midlands,Silver,33,D,Midlands,16,73,9,0,403557
48488633,,South East,Tin,8,B,London,11,54,8,0,1
48491723,F,North,Silver,51,F,N West,7,57,9,0,3500
48498892,M,North,Silver,22,C,N West,,52,11,0,50
48499910,M,Midlands,Silver,32,D,Wales & West,8,31,5,0,7501
48500455,F,South West,Silver,32,D,S West,8,45,1,0,5000
48505562,,North,Silver,18,C,N East,4,53,8,0,3050
48511635,F,South East,Tin,31,D,London,8,36,4,1,1
48512640,F,Scottish,Gold,15,B,Border,7,,17,0,6000
48513140,F,Midlands,Silver,33,D,Midlands,8,52,5,0,2040
48518290,F,Midlands,Tin,51,F,Wales & West,18,38,9,1,1
48519849,F,Scottish,Gold,29,D,C Scotland,14,39,4,1,6000
48522440,F,Midlands,Silver,19,C,Wales & West,6,79,4,1,1500
48524982,F,South East,Silver,36,E,London,8,38,8,1,45501
48526543,F,South East,Platinum,20,C,London,10,56,3,0,50000
48527043,M,,Tin,34,D,,,43,8,0,1
48527566,F,North,Silver,52,F,Yorkshire,8,61,5,0,5000
48529097,F,Midlands,Gold,14,B,East,7,73,9,0,1708375
48532187,F,North,Tin,52,F,Yorkshire,17,51,5,1,1
48532713,F,South East,Platinum,8,B,London,6,58,3,1,205739
48533710,M,South East,Silver,30,D,S & S East,6,43,12,0,660
48535275,F,South East,Gold,5,B,S & S East,2,46,2,0,6000
48537359,F,South East,Silver,33,D,S & S East,,64,8,1,1200
48538401,F,South East,Tin,53,F,London,11,45,5,0,1
48539955,U,South East,Silver,12,B,S & S East,8,79,9,0,2
48541470,F,South East,Gold,27,D,London,,45,6,0,6000
48542980,F,North,Gold,4,A,N West,11,63,5,0,121251
48556477,M,Scottish,Tin,10,B,C Scotland,6,42,10,0,1
48560610,F,Midlands,Gold,23,C,East,5,51,11,0,605335
48563252,F,Midlands,Silver,34,D,Midlands,9,46,8,0,500
48564844,F,Midlands,Gold,51,F,Wales & West,12,56,2,1,12000
48568475,F,Midlands,Gold,41,E,Wales & West,9,73,8,0,8900
48569978,F,Midlands,Silver,27,D,Wales & West,14,26,6,1,4000
48573711,M,South West,Tin,8,B,S West,7,60,7,0,1
48574211,,South East,Silver,7,B,London,6,58,5,0,5000
48576770,F,Midlands,Silver,38,E,East,7,67,4,0,5000
48579388,F,North,Silver,45,E,N West,14,60,1,0,5000
48581498,M,South East,Tin,22,C,S & S East,2,40,4,0,1
48588255,F,South East,Tin,27,D,London,6,39,5,1,1
48589804,F,Midlands,Tin,11,B,Wales & West,6,43,5,0,1
48602673,M,Midlands,Gold,14,B,Midlands,8,49,7,0,605335
48604188,F,Midlands,Gold,38,E,East,12,57,27,0,5300
48605680,,Midlands,Silver,52,F,Midlands,3,35,1,0,540
48606237,M,South East,Gold,8,B,S & S East,9,65,12,0,17000
48609414,F,Midlands,Silver,50,F,East,3,51,8,0,48001
48610927,F,Scottish,Silver,4,A,C Scotland,11,79,31,1,488425
48613004,F,North,Silver,22,C,N West,13,43,11,1,50
48614027,F,South East,Gold,8,B,S & S East,10,61,8,1,5900
48615031,M,South East,Tin,16,C,London,23,36,5,1,1
48617131,F,South East,Gold,25,C,London,10,55,8,0,1255266
48617662,F,North,Silver,,,N West,6,,1,1,2000
48621848,F,South East,Tin,25,C,London,9,51,8,0,1
48624928,F,South East,Silver,25,C,London,9,36,9,1,700
48627480,U,Midlands,Silver,18,C,Wales & West,9,75,27,0,500
48631126,F,South East,Gold,30,D,S & S East,9,51,2,1,6000
48635288,F,South East,Silver,25,C,London,19,,7,0,3000
48639372,F,Midlands,Silver,38,E,Midlands,25,37,1,1,302599
48640400,M,South East,Silver,8,B,London,7,49,5,0,5000
48641920,M,North,Silver,22,C,N East,13,36,8,1,5000
48644503,F,North,Gold,41,E,Yorkshire,7,57,2,0,6000
48653138,F,South East,Tin,27,D,S & S East,3,45,4,0,1
48655165,F,North,Silver,37,E,N West,7,53,2,0,3000
48655670,,South East,Silver,34,D,London,12,75,6,0,5000
48656218,M,Midlands,Silver,53,F,East,17,47,5,0,1000
48663370,M,Midlands,Gold,22,C,East,10,74,15,0,6000
48664911,M,South East,Tin,38,E,London,5,62,7,0,1
48665977,F,North,Silver,49,F,Yorkshire,7,78,7,0,200
48667074,,South East,Tin,14,B,S & S East,8,61,5,0,1
48668593,F,South East,Silver,40,E,London,,33,4,1,3000
48669611,F,North,Tin,47,F,Yorkshire,8,41,5,0,1
48672698,F,South East,Tin,19,C,S & S East,8,61,5,0,1
48675298,M,Midlands,Tin,51,F,Wales & West,13,45,4,0,1
48680968,M,South East,Silver,35,D,London,11,53,5,0,50
48682588,M,Scottish,Silver,32,D,C Scotland,,,8,0,3000
48686826,,South East,Tin,4,A,London,11,,8,0,1
48688853,M,South East,Gold,8,B,S & S East,7,70,5,0,10000
48696104,U,,Silver,17,C,,10,51,4,0,600
48697674,F,South West,Tin,14,B,S West,13,45,5,0,1
48702848,M,South East,Gold,3,A,London,7,52,2,0,6000
48703380,F,Scottish,Tin,44,E,N Scot,8,38,4,1,1
48704913,F,North,Silver,37,E,N West,2,49,5,0,2000
48705430,,Midlands,Gold,37,E,Midlands,13,69,5,0,6000
48705944,F,South East,Silver,24,C,S & S East,9,25,8,0,500
48708030,F,Scottish,Gold,31,D,C Scotland,5,77,9,0,7000
48709583,F,South East,Tin,52,F,London,4,70,4,0,1
48711642,F,Midlands,Gold,49,F,East,7,50,0,0,1299063
48715737,,South East,Gold,7,B,London,7,43,5,0,9000
48716270,M,Midlands,Gold,41,E,Midlands,15,,4,0,15000
48725023,U,Midlands,Silver,4,A,Midlands,11,72,8,1,3000
48728111,M,North,Gold,24,C,Yorkshire,9,72,17,0,1281623
48728650,F,South East,Silver,29,D,London,14,40,4,1,2000
48732291,M,North,Tin,47,F,Yorkshire,8,32,5,0,1
48740120,F,Midlands,Silver,52,F,Midlands,9,76,12,0,3000
48742270,F,Midlands,Gold,51,F,Midlands,10,62,4,0,6000
48745393,F,South East,Gold,3,A,London,6,63,9,0,1821202
48746411,M,Midlands,Tin,52,F,Wales & West,11,46,4,0,1
48746918,F,Midlands,Silver,,,East,13,,9,0,3000
48749453,F,South East,Gold,4,A,London,7,64,1,0,6000
48757073,F,Scottish,Gold,47,F,C Scotland,6,67,5,0,17000
48760740,F,North,Gold,8,B,N West,11,47,2,0,12000
48763308,M,South East,Gold,12,B,S & S East,9,66,2,0,6000
48767389,U,Midlands,Platinum,38,E,East,7,63,1,0,31000
48767893,M,South East,Silver,14,B,London,4,62,30,0,800
48768393,F,Midlands,Tin,50,F,Wales & West,7,41,5,1,1
48768890,U,North,Silver,44,E,N West,9,46,3,0,3000
48769900,,North,Tin,24,C,Yorkshire,10,40,4,0,1
48771416,M,,Gold,34,D,,9,42,11,1,7200
48779123,F,North,Silver,47,F,N East,12,65,1,1,2500
48782736,M,North,Silver,49,F,Yorkshire,9,60,5,1,5000
48784259,F,South East,Silver,41,E,London,6,31,9,0,300
48787304,F,South West,Gold,30,D,S West,9,53,3,0,8000
48788351,F,South East,Tin,27,D,London,15,,4,0,1
48790488,M,Midlands,Gold,19,C,East,10,68,19,0,1685266
48791530,,Midlands,Silver,12,B,Midlands,11,62,1,1,3000
48798276,M,South East,Gold,1,A,London,9,67,8,0,15000
48801340,U,South East,Silver,28,D,London,15,50,2,0,5000
48802931,F,South East,Silver,6,B,S & S East,6,48,14,0,4000
48803440,F,South East,Silver,19,C,London,9,59,1,1,2000
48803989,F,South East,Tin,26,C,London,11,,7,1,1
48804489,M,Midlands,Tin,50,F,Midlands,3,36,5,0,1
48806040,U,North,Gold,,,N West,8,62,7,0,1433172
48806546,F,South East,Tin,48,F,London,7,28,8,0,1
48808581,F,South East,Tin,,,S & S East,7,,8,0,1
48811620,,Midlands,Silver,19,C,East,13,53,1,0,100
48815693,F,South East,Tin,52,F,London,10,34,8,1,1
48820263,F,South East,Gold,9,B,London,3,51,1,0,9000
48820760,F,North,Gold,2,A,N East,6,51,5,0,6000
48822304,F,Midlands,Tin,23,C,Wales & West,8,51,4,0,1
48824820,F,South East,Silver,3,A,London,,76,31,0,2000
48827926,M,Midlands,Silver,13,B,East,7,79,2,0,480
48834213,M,South East,Silver,41,E,London,6,57,4,0,4000
48836763,F,South East,Silver,48,F,London,11,51,14,0,293309
48839819,F,South East,Tin,30,D,S & S East,10,58,8,0,1
48842879,F,Midlands,Gold,24,C,Midlands,4,63,5,0,6000
48844880,,North,Gold,41,E,N West,2,77,5,0,6000
48847897,F,Midlands,Silver,32,D,Midlands,5,33,4,1,1000
48850472,,South West,Platinum,6,B,S West,11,76,3,1,2036769
48853013,F,Scottish,Silver,27,D,Border,12,64,19,0,233301
48854079,M,Midlands,Gold,,,Ulster,10,71,4,0,10000
48858708,M,Midlands,Platinum,13,B,East,13,59,4,0,26000
48859739,F,North,Silver,35,D,N East,7,43,5,1,2000
48862357,F,Midlands,Tin,37,E,Midlands,7,58,9,0,1
48866514,M,North,Silver,8,B,N West,12,62,3,1,3000
48872697,M,Scottish,Platinum,12,B,C Scotland,8,75,3,0,2047313
48879829,M,South East,Tin,17,C,London,10,48,8,0,1
48885420,F,Midlands,Silver,12,B,Midlands,7,66,9,0,3000
48886450,F,Midlands,Tin,41,E,Wales & West,8,47,7,1,1
48893066,F,Midlands,Tin,50,F,Wales & West,8,63,8,0,1
48896162,F,South East,Tin,34,D,S & S East,9,43,5,1,1
48898750,M,South East,Tin,32,D,S & S East,10,45,10,0,1
48902332,U,South East,Silver,22,C,S & S East,8,63,2,0,3000
48906214,,North,Silver,25,C,Yorkshire,6,59,2,0,5000
48909019,F,South East,Silver,1,A,London,17,75,21,1,1000
48911064,F,North,Tin,15,B,N East,5,56,5,0,1
48923313,F,South East,Tin,52,F,London,9,41,4,0,1
48926371,F,North,Tin,52,F,N West,8,34,5,1,1
48927904,M,South East,Silver,19,C,S & S East,9,68,5,0,1000
48929931,F,South East,Silver,9,B,London,9,31,3,0,5000
48932460,M,Midlands,Gold,32,D,Midlands,8,52,4,0,7020
48932975,M,South West,Gold,15,B,S West,5,54,7,0,1821202
48937551,U,Scottish,Tin,47,F,N Scot,,41,5,0,1
48938078,F,South East,Gold,52,F,London,13,39,2,1,6000
48941117,U,North,Silver,35,D,N West,,50,7,0,200
48942628,M,South East,Tin,1,A,London,9,71,20,1,1
48947239,F,South West,Tin,30,D,S West,7,34,7,1,1
48949266,F,North,Silver,28,D,N West,7,51,9,0,800
48950582,M,South East,Tin,8,B,London,7,62,4,0,1
48952836,F,Midlands,Silver,16,C,Midlands,7,51,7,0,624
48953336,F,Scottish,Tin,2,A,C Scotland,2,64,5,0,1
48953832,,South East,Tin,21,C,London,4,45,9,0,1
48954359,,South West,Silver,8,B,S West,12,64,11,0,5001
48957390,F,Midlands,Gold,19,C,Midlands,9,53,2,0,6000
48961495,F,Midlands,Silver,19,C,East,9,51,5,0,2000
48964516,F,South East,Silver,26,C,London,,66,4,0,600
48965113,F,North,Silver,28,D,Yorkshire,10,,1,1,2400
48965628,,South East,Platinum,18,C,London,12,60,3,0,2038461
48969712,M,South East,Tin,18,C,S & S East,8,37,5,0,1
48972764,F,South East,Silver,10,B,London,5,65,3,0,5000
48973787,F,Scottish,Silver,52,F,C Scotland,2,51,3,0,2500
48974295,F,Scottish,Silver,51,F,C Scotland,5,69,13,0,1500
48974805,F,Midlands,Silver,35,D,Midlands,6,72,7,0,1000
48984088,M,South East,Gold,8,B,London,10,71,3,0,9000
48985653,F,South East,Gold,1,A,London,10,76,7,0,1216099
